ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
Creek,Species_5,41.3,38.5,7.912000000000001,16
Creek,Species_5,45.3,42.7,15.9,50
Creek,Species_5,42.5,41.0,10.078,4
Creek,Species_5,47.8,43.6,12.23,40
Creek,Species_5,58.3,53.5,23.131999999999998,28
Creek,Species_5,43.2,39.0,9.97,46
Ocean,Species_6,35.0,33.3,5.26,6
Creek,Species_6,36.4,33.9,5.36,9
Ocean,Species_6,35.7,32.2,5.214,43
Creek,Species_5,38.5,37.4,8.5,4
Ocean,Species_6,42.4,38.1,8.81,15
Creek,Species_6,31.0,29.6,3.636,32
Ocean,Species_6,34.4,33.0,5.146,41
Creek,Species_5,67.7,62.3,37.62,39
Ocean,Species_6,37.37,36.0,5.6,31
Creek,Species_5,44.7,43.1,11.020000000000001,36
Ocean,Species_6,59.4,56.5,26.76,48
Creek,Species_5,47.0,45.0,12.2,50
Ocean,Species_5,41.2,39.5,8.517999999999999,28
Creek,Species_6,47.3,42.0,10.5,23
Creek,Species_5,44.9,42.0,10.978,12
Creek,Species_5,37.7,34.7,6.5280000000000005,39
Creek,Species_5,42.6,40.0,10.5,43
Ocean,Species_6,37.4,35.7,7.12,7
Creek,Species_5,40.7,38.1,8.244,28
Creek,Species_5,37.4,34.7,5.9319999999999995,33
Creek,Species_5,40.9,39.5,8.122,39
Creek,Species_5,34.5,34.0,5.9,31
Creek,Species_5,73.3,67.1,47.89,48
Creek,Species_5,52.6,46.9,16.922,8
Creek,Species_5,38.8,37.5,6.7,5
Ocean,Species_6,32.6,30.2,3.61,17
Creek,Species_6,35.6,33.7,5.3,40
Creek,Species_5,39.77,41.57,9.69,8
Creek,Species_5,47.2,43.0,13.3,35
Creek,Species_5,47.7,45.2,13.548000000000002,18
Creek,Species_5,38.1,37.2,6.311999999999999,48
Creek,Species_5,55.6,53.4,20.919999999999998,16
Creek,Species_5,39.0,35.5,6.295999999999999,52
Creek,Species_5,48.0,45.0,12.206,42
Ocean,Species_6,34.7,32.5,9.05,40
Ocean,Species_6,28.8,25.6,2.6,38
Creek,Species_6,34.7,32.4,3.2,51
Creek,Species_5,41.83,38.6,8.66,9
Creek,Species_6,42.2,37.5,5.56,6
Creek,Species_5,55.5,51.2,24.5,20
Ocean,Species_6,34.6,32.0,5.1,44
Creek,Species_6,30.4,28.8,3.2,42
Ocean,Species_6,53.5,46.7,16.6,50
Creek,Species_5,51.0,45.7,15.284,40
Ocean,Species_6,31.9,29.6,3.38,29
Ocean,Species_6,52.4,48.9,18.51,41
Ocean,Species_5,52.5,49.0,16.74,18
Ocean,Species_6,38.0,35.0,3.5,19
Creek,Species_6,33.4,30.4,5.67,25
Ocean,Species_5,42.3,42.5,9.516000000000002,40
Ocean,Species_5,43.4,40.0,10.463999999999999,6
Creek,Species_5,42.2,39.6,10.5,25
Creek,Species_5,39.8,38.8,7.89,28
Ocean,Species_6,37.0,34.0,6.5,42
Creek,Species_5,41.3,39.6,7.942,32
Creek,Species_5,41.3,40.3,8.63,33
Creek,Species_5,56.1,54.8,23.4,44
Ocean,Species_5,40.0,38.0,7.35,41
Creek,Species_5,48.1,44.2,13.124,13
Ocean,Species_6,40.2,37.8,9.12,33
Creek,Species_6,36.6,35.4,6.03,50
Ocean,Species_6,34.2,32.8,5.19,37
Creek,Species_6,43.9,41.3,10.0,2
Ocean,Species_6,38.0,37.2,5.98,4
Creek,Species_5,66.8,60.8,32.672000000000004,0
Ocean,Species_6,34.1,32.0,3.1,46
Ocean,Species_5,45.9,42.6,10.78,49
Creek,Species_6,30.4,30.0,4.13,31
Ocean,Species_6,4.5,4.3,0.10000000000000002,25
Creek,Species_5,40.8,40.2,8.78,44
Creek,Species_6,42.5,39.5,7.5,9
Creek,Species_5,40.6,37.3,9.49,16
Creek,Species_5,39.97,39.03,7.56,40
Creek,Species_5,38.7,37.1,7.184,32
Ocean,Species_6,38.9,35.6,6.442,46
Creek,Species_5,47.7,44.8,13.559999999999999,25
Ocean,Species_6,36.3,35.2,5.2,50
Ocean,Species_5,38.8,37.7,7.298,40
Creek,Species_5,43.4,39.4,9.931999999999999,44
Ocean,Species_5,47.7,45.6,12.38,6
Ocean,Species_6,37.0,35.6,6.5,2
Creek,Species_5,66.4,58.7,33.308,50
Creek,Species_5,40.77,39.63,8.68,47
Creek,Species_5,37.5,38.0,7.06,45
Ocean,Species_6,48.0,44.8,12.4,43
Ocean,Species_6,37.1,35.2,6.46,43
Creek,Species_6,28.5,26.7,2.8,6
Creek,Species_6,32.5,29.0,3.25,29
Creek,Species_5,55.63,50.3,19.66,20
Ocean,Species_6,34.5,30.9,4.2,50
Creek,Species_5,39.43,38.23,7.56,4
Creek,Species_6,37.2,35.1,7.0,16
Creek,Species_5,41.2,41.2,8.282,28
Creek,Species_5,55.3,48.8,16.758,44
Ocean,Species_6,36.4,35.8,6.4,45
Creek,Species_5,51.5,47.6,16.002000000000002,6
Creek,Species_6,39.6,36.0,7.61,25
Creek,Species_5,49.6,46.15,16.2,50
Creek,Species_5,46.2,42.8,11.508,41
Creek,Species_5,43.3,41.8,9.542,46
Creek,Species_5,68.7,63.7,39.5,29
Ocean,Species_6,35.0,33.0,4.4,1
Ocean,Species_5,41.37,40.4,8.1,21
Creek,Species_5,45.4,41.7,12.5,11
Creek,Species_5,53.6,49.4,18.59,41
Ocean,Species_6,29.4,28.2,3.43,1
Ocean,Species_6,36.3,32.4,4.75,42
Ocean,Species_6,30.95,27.8,3.56,20
Creek,Species_6,37.3,35.8,6.9,43
Creek,Species_5,40.3,38.1,7.9799999999999995,2
Ocean,Species_6,28.9,26.8,2.98,34
Ocean,Species_5,46.7,42.7,11.818000000000001,39
Creek,Species_5,63.0,59.3,30.27,23
Creek,Species_5,49.0,44.5,14.75,41
Ocean,Species_6,5.0,4.0,0.15,19
Ocean,Species_5,39.0,37.0,6.0,8
Creek,Species_5,45.1,42.3,12.004,29
Creek,Species_5,39.2,39.5,7.646000000000001,4
Ocean,Species_6,38.2,34.6,7.06,48
Creek,Species_6,33.0,29.9,3.35,42
Ocean,Species_6,32.0,30.8,3.94,2
Creek,Species_6,51.7,47.7,16.08,38
Ocean,Species_5,40.1,39.1,8.068000000000001,8
Creek,Species_5,42.9,42.5,9.975999999999999,8
Creek,Species_5,50.67,48.0,14.17,40
Creek,Species_5,38.1,36.4,7.6,5
Ocean,Species_6,4.0,4.0,0.11666666666666665,25
Ocean,Species_5,42.8,39.6,9.634,45
Ocean,Species_6,38.5,34.8,5.37,25
Creek,Species_5,40.7,38.6,8.5,38
Ocean,Species_6,32.2,30.1,4.14,47
Ocean,Species_5,43.7,41.2,9.72,14
Creek,Species_5,39.9,38.1,7.837999999999999,47
Ocean,Species_6,35.1,33.0,4.47,39
Creek,Species_5,47.7,46.1,11.290000000000001,18
Creek,Species_6,42.0,38.0,10.5,4
Creek,Species_5,47.4,45.2,15.0,9
Ocean,Species_5,68.1,62.6,37.96,47
Creek,Species_6,39.4,35.5,7.07,0
Ocean,Species_5,44.23,42.37,9.23,28
Creek,Species_5,44.3,42.6,9.894,50
Creek,Species_6,35.0,33.2,4.5,38
Creek,Species_5,41.0,40.1,8.5,29
Creek,Species_5,69.1,53.1,28.472,42
Creek,Species_6,34.4,32.2,5.0,51
Creek,Species_5,42.3,39.7,8.588,21
Ocean,Species_5,61.0,58.7,30.04,36
Ocean,Species_6,38.7,36.7,7.5,12
Creek,Species_6,34.6,34.3,5.0,11
Ocean,Species_6,63.87,58.5,26.38,45
Creek,Species_5,47.6,44.6,12.017999999999999,13
Ocean,Species_5,34.17,32.9,5.09,48
Creek,Species_5,41.5,38.5,8.75,0
Ocean,Species_6,35.6,31.7,5.088,30
Creek,Species_5,39.2,38.5,6.734,17
Creek,Species_5,36.1,34.2,5.8,10
Creek,Species_5,43.2,42.2,10.110000000000001,5
Creek,Species_6,37.0,33.5,5.8,49
Ocean,Species_6,52.2,47.2,16.5,51
Creek,Species_6,41.0,37.3,8.663999999999998,14
Creek,Species_5,50.6,47.3,15.0,50
Ocean,Species_6,33.3,30.5,5.0,47
Ocean,Species_5,41.1,39.9,8.5,49
Creek,Species_6,35.1,33.0,4.81,36
Ocean,Species_5,40.4,37.8,8.4,22
Creek,Species_5,39.2,36.2,6.85,13
Ocean,Species_6,6.0,5.9,0.03666666666666667,19
Creek,Species_5,41.8,38.9,8.364,25
Creek,Species_6,32.0,30.1,3.5,49
Creek,Species_5,56.4,49.9,19.363999999999997,8
Creek,Species_5,37.5,37.1,7.05,50
Ocean,Species_6,54.7,49.7,18.4,35
Ocean,Species_5,39.3,35.5,4.5,48
Creek,Species_5,40.0,38.8,7.830000000000001,12
Creek,Species_6,64.56,55.4,27.27,2
Creek,Species_5,41.3,40.6,8.19,42
Ocean,Species_6,45.5,44.2,10.940000000000001,2
Creek,Species_5,28.8,28.0,2.67,43
Ocean,Species_6,32.6,31.5,3.3,49
Ocean,Species_6,36.6,35.5,6.6,14
Creek,Species_6,37.5,33.8,5.7,39
Ocean,Species_6,35.3,34.4,5.052,51
Creek,Species_5,38.6,37.1,7.7,29
Creek,Species_6,30.0,28.5,2.0,51
Ocean,Species_6,34.7,32.7,5.0,36
Ocean,Species_5,6.0,5.5,0.04,34
Creek,Species_5,39.0,39.3,8.09,45
Ocean,Species_5,32.7,32.2,3.39,45
Creek,Species_5,68.0,63.7,40.4,46
Ocean,Species_5,48.0,47.5,12.8,27
Creek,Species_6,39.7,36.6,3.86,49
Ocean,Species_5,47.9,44.4,13.540000000000001,51
Creek,Species_5,48.6,44.6,13.276,10
Creek,Species_5,38.8,37.5,7.2,0
Ocean,Species_6,32.5,30.0,4.25,52
Creek,Species_5,42.5,40.2,9.39,51
Ocean,Species_6,30.47,28.23,6.0,30
Creek,Species_5,46.0,42.0,12.2,7
Ocean,Species_5,45.2,45.4,10.75,38
Creek,Species_5,58.3,52.0,23.4,28
Ocean,Species_5,44.7,44.1,11.0,49
Creek,Species_6,35.1,33.4,5.0,23
Ocean,Species_5,43.63,41.07,8.53,4
Creek,Species_5,58.6,51.1,22.0,27
Ocean,Species_6,35.2,33.6,5.47,4
Ocean,Species_5,55.0,53.2,21.0,42
Creek,Species_5,55.8,49.7,20.919999999999998,10
Creek,Species_5,43.0,39.5,9.162,16
Ocean,Species_6,46.3,44.0,12.5,11
Ocean,Species_6,28.5,26.3,3.0,38
Ocean,Species_6,38.6,34.8,5.6,5
Creek,Species_5,38.6,37.7,7.386,47
Ocean,Species_5,60.5,55.4,25.01,47
Creek,Species_6,33.6,31.6,6.0,7
Creek,Species_5,38.9,37.6,6.64,4
Ocean,Species_6,33.3,29.8,3.9,43
Creek,Species_6,47.5,43.7,11.15,19
Creek,Species_6,31.5,27.5,3.39,15
Ocean,Species_5,37.6,35.3,5.62,50
Ocean,Species_6,37.2,34.0,5.720000000000001,6
Creek,Species_6,24.6,25.8,2.6,6
Creek,Species_5,40.0,38.3,7.7620000000000005,22
Creek,Species_5,53.3,48.8,17.919999999999998,38
Creek,Species_5,46.9,46.9,11.9,45
Creek,Species_5,37.1,37.5,8.5,47
Ocean,Species_6,29.1,25.8,2.34,23
Ocean,Species_6,36.3,33.7,6.55,36
Ocean,Species_6,34.8,33.1,4.4,46
Creek,Species_5,32.6,33.3,4.46,42
Creek,Species_5,43.5,38.7,8.8,15
Creek,Species_5,47.3,44.1,11.972,26
Ocean,Species_5,43.4,42.4,10.172,29
Creek,Species_5,43.9,43.4,10.226,33
Ocean,Species_6,37.3,34.4,6.2,50
Ocean,Species_6,46.67,41.57,11.02,3
Ocean,Species_5,42.65,40.15,8.8,50
Ocean,Species_6,31.6,29.4,2.97,39
Creek,Species_5,48.6,45.7,13.18,21
Creek,Species_5,41.15,38.65,8.75,48
Creek,Species_6,37.0,35.8,6.0,43
Creek,Species_6,32.5,31.0,4.404000000000001,23
Creek,Species_5,31.3,29.0,4.5,14
Ocean,Species_6,32.7,30.0,4.04,34
Ocean,Species_6,35.3,32.9,5.0,23
Ocean,Species_5,49.6,47.35,14.022,42
Ocean,Species_5,39.3,37.6,6.85,49
Creek,Species_5,44.4,41.1,10.809999999999999,14
Ocean,Species_5,43.0,39.7,9.58,17
Ocean,Species_5,5.2,4.8,0.10000000000000002,38
Ocean,Species_6,40.1,35.7,5.5,7
Ocean,Species_5,60.7,55.7,29.5,21
Creek,Species_6,37.1,34.0,5.47,46
Creek,Species_6,57.8,49.6,19.0,7
Ocean,Species_6,31.9,28.7,3.45,43
Creek,Species_5,41.2,40.2,8.6,46
Creek,Species_5,49.0,45.4,13.66,25
Creek,Species_6,43.6,39.2,7.46,37
Creek,Species_5,55.0,49.8,18.0,1
Creek,Species_5,46.8,42.5,11.692,16
Ocean,Species_5,38.4,37.2,7.23,50
Creek,Species_6,37.7,32.8,6.5,32
Creek,Species_6,33.6,31.6,4.45,16
Ocean,Species_5,38.2,38.5,7.117999999999999,19
Ocean,Species_5,38.7,38.9,7.39,35
Ocean,Species_6,44.4,41.5,10.56,2
Creek,Species_5,60.7,55.5,27.732,10
Creek,Species_5,44.3,41.7,10.41,40
Creek,Species_5,42.3,38.8,9.684000000000001,39
Creek,Species_5,44.7,42.3,10.066,47
Ocean,Species_6,37.0,34.1,5.0,46
Creek,Species_5,45.6,43.5,11.5,5
Creek,Species_5,36.6,34.8,5.5,38
Ocean,Species_5,79.1,71.3,58.160000000000004,2
Creek,Species_5,38.1,37.4,6.91,35
Creek,Species_5,56.0,48.9,21.0,30
Ocean,Species_6,33.0,26.7,4.72,46
Creek,Species_5,44.6,44.0,9.884,48
Creek,Species_5,60.2,54.9,25.229999999999997,15
Ocean,Species_6,57.3,51.0,21.82,12
Ocean,Species_5,35.7,35.5,5.642,42
Creek,Species_6,34.5,34.1,6.5,45
Creek,Species_5,41.0,39.0,8.272,33
Creek,Species_5,45.4,42.0,10.495999999999999,37
Ocean,Species_6,25.3,23.0,1.84,25
Ocean,Species_5,67.0,65.1,37.5,29
Ocean,Species_6,39.6,37.8,7.27,4
Creek,Species_5,44.4,42.9,10.0,33
Creek,Species_5,48.2,45.6,13.41,18
Ocean,Species_5,45.7,44.2,13.5,10
Creek,Species_5,58.0,54.3,23.258,0
Creek,Species_5,49.6,44.8,15.0,50
Creek,Species_5,42.2,42.5,9.5,30
Ocean,Species_5,25.8,22.4,2.0,12
Ocean,Species_6,40.2,37.9,8.3,29
Creek,Species_0,51.4,46.5,15.288,48
Creek,Species_5,44.7,41.2,10.482,32
Ocean,Species_5,41.5,38.9,7.828,22
Ocean,Species_6,33.5,30.4,4.0,2
Creek,Species_5,47.3,41.9,12.5,45
Creek,Species_5,40.9,38.7,8.214,43
Ocean,Species_6,38.2,36.3,7.0,48
Ocean,Species_6,35.1,32.3,3.7,45
Ocean,Species_6,35.1,33.2,4.4,0
Creek,Species_5,40.3,37.4,7.837999999999999,15
Creek,Species_6,36.75,35.4,6.0,27
Creek,Species_6,42.3,38.7,9.52,12
Creek,Species_5,39.4,39.2,6.5,36
Creek,Species_5,73.5,69.0,49.48,47
Ocean,Species_6,36.5,31.1,4.79,21
Creek,Species_6,49.1,43.9,12.62,12
Ocean,Species_5,49.2,46.2,15.19,19
Creek,Species_6,32.6,30.7,6.0,14
Ocean,Species_6,33.7,31.2,5.5,48
Creek,Species_5,43.8,42.6,9.714,26
Creek,Species_5,39.0,37.2,6.4,48
Ocean,Species_6,40.0,35.5,6.9,45
Creek,Species_6,36.3,33.8,6.1,45
Ocean,Species_6,30.0,26.6,3.63,41
Creek,Species_6,41.6,38.5,9.3,33
Creek,Species_5,40.4,39.2,8.554,2
Ocean,Species_5,50.05,47.5,15.45,48
Ocean,Species_6,32.4,29.1,3.72,29
Creek,Species_5,59.2,55.9,25.122000000000003,44
Creek,Species_6,32.86,30.5,4.07,30
Creek,Species_5,42.9,39.6,9.425999999999998,23
Creek,Species_5,41.5,41.6,9.066,13
Ocean,Species_6,35.2,32.0,4.16,10
Ocean,Species_6,38.5,36.5,7.0,21
Creek,Species_5,47.4,45.0,14.5,11
Creek,Species_5,42.5,38.4,10.5,31
Creek,Species_6,58.5,48.5,15.85,4
Creek,Species_6,34.3,33.0,4.62,29
Creek,Species_5,47.1,45.3,12.9,17
Creek,Species_6,35.6,33.9,5.75,6
Creek,Species_6,31.4,28.0,2.1,4
Creek,Species_5,51.9,50.0,11.01,4
Creek,Species_6,37.0,36.5,5.31,35
Creek,Species_6,34.1,30.9,4.65,19
Creek,Species_5,49.5,47.3,14.38,4
Ocean,Species_6,36.6,34.0,5.97,39
Creek,Species_5,41.5,39.0,8.5,42
Creek,Species_5,39.6,37.5,6.97,41
Ocean,Species_6,38.8,35.7,6.12,36
Creek,Species_5,47.9,43.7,13.190000000000001,48
Ocean,Species_6,51.8,48.0,15.91,29
Creek,Species_5,41.4,39.2,8.286,30
Creek,Species_5,39.3,39.7,7.406000000000001,34
Creek,Species_5,36.5,35.1,6.05,1
Creek,Species_5,39.5,38.0,7.802,2
Creek,Species_6,32.2,29.5,4.0,7
Creek,Species_5,42.4,41.0,10.83,38
Creek,Species_5,69.5,60.7,39.25,0
Creek,Species_5,55.0,47.4,21.0,10
Ocean,Species_5,35.9,35.2,5.35,44
Ocean,Species_5,42.4,39.9,9.0,33
Ocean,Species_5,65.6,61.5,33.54,1
Creek,Species_5,43.7,41.5,9.06,41
Creek,Species_0,55.1,51.6,18.976,1
Creek,Species_5,42.3,40.6,9.184000000000001,46
Creek,Species_5,44.2,43.5,11.26,17
Creek,Species_5,44.0,40.3,9.882000000000001,5
Ocean,Species_6,50.1,44.0,14.0,20
Ocean,Species_6,37.9,35.9,7.5,0
Creek,Species_6,39.3,34.4,6.21,4
Ocean,Species_6,41.8,39.7,9.452,12
Ocean,Species_6,35.7,32.7,5.0,2
Creek,Species_5,36.27,35.63,5.58,27
Creek,Species_5,43.2,39.7,9.4,45
Creek,Species_5,47.1,43.6,12.0,47
Creek,Species_6,31.1,30.2,3.9,1
Ocean,Species_6,31.6,30.6,3.88,36
Ocean,Species_5,44.37,42.53,10.41,24
Creek,Species_5,47.9,45.0,11.546000000000001,47
Ocean,Species_6,37.0,34.2,6.0,0
Creek,Species_5,43.18,40.64,8.506,10
Ocean,Species_6,34.1,31.5,6.0,1
Creek,Species_6,33.3,29.8,4.1,25
Ocean,Species_5,47.1,42.4,11.86,14
Creek,Species_5,40.7,41.7,8.044,46
Creek,Species_5,56.0,50.2,21.022,44
Ocean,Species_6,33.7,32.8,5.32,13
Creek,Species_6,58.0,50.8,21.52,8
Creek,Species_5,54.07,49.77,20.8,47
Creek,Species_5,42.8,41.6,10.74,46
Ocean,Species_6,31.2,30.8,4.66,45
Creek,Species_5,47.8,45.2,14.5,10
Creek,Species_5,37.7,36.0,6.3,42
Creek,Species_6,35.7,32.6,5.156,49
Creek,Species_5,47.0,42.4,12.5,3
Ocean,Species_5,61.0,55.5,30.5,5
Ocean,Species_6,32.8,33.0,4.2,28
Ocean,Species_6,47.4,42.5,13.05,17
Creek,Species_5,43.1,38.0,10.27,46
Creek,Species_6,32.3,29.6,3.8199999999999994,40
Creek,Species_5,39.7,39.3,8.114,51
Creek,Species_5,39.7,38.7,8.89,50
Creek,Species_5,43.2,40.4,9.212,14
Creek,Species_5,45.0,44.8,11.504000000000001,33
Creek,Species_5,58.9,54.3,22.759999999999998,51
Creek,Species_5,41.5,40.5,8.85,26
Creek,Species_5,55.7,50.0,21.5,14
Ocean,Species_5,37.3,36.2,6.92,44
Creek,Species_5,58.1,53.7,25.0,20
Ocean,Species_5,46.1,44.3,11.540000000000001,10
Creek,Species_6,39.5,35.4,6.18,40
Creek,Species_5,45.5,42.2,11.204,3
Ocean,Species_6,36.2,33.0,5.95,24
Creek,Species_6,35.0,33.0,4.1,35
Creek,Species_5,45.2,41.9,11.879999999999999,14
Ocean,Species_5,46.3,45.3,12.790000000000001,30
Creek,Species_5,38.0,35.1,7.01,21
Creek,Species_6,45.0,42.5,12.66,25
Creek,Species_6,34.0,32.0,5.362,34
Creek,Species_5,43.5,42.2,10.1,4
Creek,Species_5,56.3,52.3,23.5,19
Creek,Species_5,37.6,35.0,6.05,33
Creek,Species_6,29.3,28.0,2.8,24
Ocean,Species_5,29.4,26.5,3.0,34
Creek,Species_5,40.4,37.5,7.1,27
Ocean,Species_5,38.1,36.3,7.5,30
Creek,Species_5,44.47,39.9,10.2,40
Creek,Species_5,37.7,37.8,8.0,35
Creek,Species_5,42.5,40.9,9.578,13
Creek,Species_5,38.7,37.2,7.5,2
Ocean,Species_6,31.6,30.4,4.0,2
Ocean,Species_6,32.1,29.0,4.0,41
Creek,Species_5,41.6,39.3,7.7,49
Ocean,Species_5,47.1,43.5,11.790000000000001,46
Creek,Species_6,38.2,34.8,6.35,31
Creek,Species_5,32.27,31.57,3.87,45
Creek,Species_6,42.6,38.2,8.0,1
Ocean,Species_6,32.6,30.8,3.7,6
Creek,Species_5,44.1,44.3,10.386,10
Creek,Species_5,45.6,41.4,12.5,47
Creek,Species_5,64.2,58.4,30.076,2
Ocean,Species_6,62.5,55.5,26.169999999999998,51
Creek,Species_5,50.3,45.8,14.313999999999998,43
Creek,Species_5,44.1,42.6,10.3,6
Ocean,Species_5,39.0,36.5,8.48,50
Creek,Species_6,37.1,35.7,6.06,13
Creek,Species_5,40.8,39.8,7.002,4
Ocean,Species_6,38.8,35.6,6.05,8
Creek,Species_6,32.45,27.7,3.48,38
Ocean,Species_5,40.5,37.6,7.843999999999999,27
Creek,Species_5,41.5,39.0,8.574,40
Ocean,Species_5,38.8,38.2,7.5,24
Creek,Species_5,49.2,45.8,13.7,13
Creek,Species_5,40.3,37.7,7.638,20
Ocean,Species_6,52.5,49.3,18.73,46
Ocean,Species_6,42.6,39.0,8.5,36
Creek,Species_5,39.9,38.9,8.82,30
Creek,Species_5,55.4,50.6,21.0,19
Creek,Species_5,62.5,59.4,31.4,34
Creek,Species_6,34.8,31.3,4.48,48
Ocean,Species_6,29.3,29.2,3.96,24
Ocean,Species_5,36.7,34.3,5.88,13
Creek,Species_6,38.0,36.1,8.5,20
Creek,Species_6,27.1,26.7,3.304,37
Creek,Species_5,58.6,54.5,24.22,0
Creek,Species_5,40.2,41.8,8.748000000000001,35
Creek,Species_5,61.1,57.3,11.52,51
Ocean,Species_5,31.9,30.0,4.67,26
Ocean,Species_5,34.3,33.8,4.75,48
Ocean,Species_6,40.7,36.0,8.63,11
Ocean,Species_6,35.7,32.7,6.5,3
Ocean,Species_5,31.7,30.6,3.64,15
Creek,Species_6,39.5,36.5,6.08,15
Creek,Species_5,43.5,41.2,10.0,40
Ocean,Species_6,36.1,33.7,6.5,47
Ocean,Species_6,34.2,31.9,4.82,26
Creek,Species_6,30.2,28.6,3.68,23
Ocean,Species_6,33.5,31.1,6.0,13
Creek,Species_5,43.0,43.1,9.676,25
Creek,Species_5,43.0,40.0,9.5,13
Creek,Species_5,36.5,34.1,5.0,11
Creek,Species_6,34.7,31.4,5.5,0
Creek,Species_6,37.6,32.3,6.0,45
Creek,Species_6,60.8,51.8,22.0,10
Creek,Species_5,63.5,56.0,28.880000000000003,45
Creek,Species_5,42.1,39.6,8.1,5
Ocean,Species_5,38.5,38.4,15.3,23
Creek,Species_6,37.5,33.9,6.05,11
Creek,Species_5,43.3,41.5,10.72,10
Ocean,Species_5,39.8,38.2,7.3,18
Ocean,Species_6,31.2,28.0,3.2920000000000003,29
Ocean,Species_6,49.5,44.5,15.38,32
Creek,Species_5,45.1,44.1,11.092,43
Creek,Species_5,42.8,39.8,10.53,44
Creek,Species_5,41.3,39.1,8.836,13
Creek,Species_5,43.0,45.7,9.778,38
Ocean,Species_5,49.5,49.6,23.330000000000002,50
Ocean,Species_6,42.2,39.3,9.2,44
Ocean,Species_6,33.1,30.0,4.0,20
Ocean,Species_6,43.57,39.47,8.41,9
Creek,Species_5,47.3,43.3,12.5,9
Creek,Species_5,43.4,41.7,9.684000000000001,51
Ocean,Species_6,34.3,32.0,4.5,40
Creek,Species_5,42.4,40.6,9.5,35
Creek,Species_6,30.93,30.1,3.71,25
Creek,Species_6,34.5,33.5,4.5,42
Ocean,Species_5,55.0,53.4,22.3,42
Creek,Species_5,67.7,59.9,36.038,27
Ocean,Species_6,33.4,31.5,4.6,44
Creek,Species_5,41.0,38.5,8.2,45
Creek,Species_6,33.2,31.5,5.5,51
Creek,Species_5,40.0,40.0,7.5,39
Ocean,Species_5,43.1,39.7,8.99,49
Creek,Species_5,40.5,39.7,7.816,49
Creek,Species_5,56.0,49.0,22.0,1
Creek,Species_5,40.2,37.7,7.4,40
Creek,Species_5,60.3,56.8,24.004,42
Ocean,Species_6,29.5,26.8,2.73,8
Creek,Species_6,37.0,33.2,4.92,22
Creek,Species_5,43.9,43.0,10.498000000000001,21
Ocean,Species_6,42.9,37.9,8.5,41
Creek,Species_5,41.5,39.3,6.9,51
Creek,Species_5,55.0,51.0,20.0,41
Creek,Species_6,40.8,39.8,9.0,45
Creek,Species_5,40.5,40.1,8.9,22
Creek,Species_6,38.3,36.6,6.8,24
Creek,Species_5,61.2,56.4,25.748,28
Ocean,Species_5,41.0,40.1,8.0,41
Ocean,Species_6,35.9,32.9,4.82,41
Creek,Species_5,38.0,36.3,6.264,49
Creek,Species_5,41.2,38.0,9.49,43
Ocean,Species_6,35.0,33.6,5.01,50
Creek,Species_5,45.0,42.0,14.0,10
Creek,Species_5,47.1,42.2,11.78,39
Creek,Species_6,35.1,32.4,5.23,49
Ocean,Species_5,35.5,35.3,5.292,13
Ocean,Species_5,38.7,36.2,5.88,2
Creek,Species_6,30.3,28.7,2.65,14
Creek,Species_6,32.2,29.6,4.008000000000001,22
Ocean,Species_6,41.5,37.0,8.3,47
Creek,Species_5,78.5,69.7,52.46,5
Ocean,Species_6,37.4,36.3,6.002,42
Ocean,Species_5,44.7,42.3,9.88,39
Ocean,Species_6,52.3,45.3,12.34,47
Ocean,Species_5,44.5,40.7,9.2,46
Creek,Species_6,39.5,34.9,7.595999999999999,37
Creek,Species_6,29.5,27.4,2.846,17
Creek,Species_5,51.0,49.5,16.562,16
Creek,Species_5,39.6,31.5,9.25,7
Creek,Species_6,41.0,37.0,8.5,9
Creek,Species_5,37.3,34.2,6.08,12
Creek,Species_5,41.5,39.9,8.877999999999998,45
Ocean,Species_5,46.3,44.2,12.0,39
Ocean,Species_6,47.2,44.0,12.4,6
Creek,Species_5,40.8,39.9,7.5,35
Creek,Species_5,45.47,40.93,10.45,28
Creek,Species_5,47.7,45.3,13.124,28
Creek,Species_6,47.6,43.1,13.28,45
Ocean,Species_5,48.03,45.87,13.07,50
Creek,Species_6,33.2,30.1,3.46,40
Ocean,Species_6,32.5,29.0,3.53,31
Creek,Species_5,44.8,41.2,10.44,1
Creek,Species_5,44.1,39.5,12.5,49
Creek,Species_5,62.8,57.9,26.548000000000002,43
Ocean,Species_6,31.4,31.4,3.45,37
Creek,Species_6,39.0,35.7,6.5,32
Creek,Species_6,30.27,28.63,2.83,29
Creek,Species_6,52.2,48.9,16.75,7
Ocean,Species_6,35.0,33.0,4.51,0
Ocean,Species_5,55.2,53.1,22.5,9
Creek,Species_5,60.9,57.2,25.07,16
Creek,Species_5,45.3,40.8,10.2,1
Creek,Species_5,41.9,39.2,8.586000000000002,13
Creek,Species_6,38.6,37.4,8.67,36
Creek,Species_5,44.7,41.6,9.9,41
Creek,Species_5,46.1,46.5,12.886,47
Creek,Species_5,53.2,49.5,18.48,12
Creek,Species_5,42.1,42.1,9.078,36
Creek,Species_6,53.3,46.8,15.0,47
Ocean,Species_6,32.1,29.0,4.1,28
Creek,Species_5,43.3,41.7,11.0,45
Ocean,Species_6,27.1,25.1,2.2,18
Creek,Species_5,42.7,40.4,10.5,47
Ocean,Species_6,32.8,31.6,4.07,0
